"season","game_id","game_date","goalie_id","goalie_name","save","angle","distance","home","game_score_state","rebound","strength","shot_type","round","recent_save_30","recent_save_60","recent_save_90","recent_save_120","recent_save_150","long_run_save_840","xprime_30","xprime_60","xprime_90","xprime_120","xprime_150"
"20212022","2021030181",2022-05-02,"8469608","Mike.Smith",1,18.9,86.6,1,"Trailing",0,"0","Snap Shot",0,0.966666666666667,0.95,0.944444444444444,0.941666666666667,0.953333333333333,0.913095238095238,0.0535714285714286,0.0369047619047619,0.0313492063492063,0.0285714285714286,0.0402380952380953
"20212022","2021030181",2022-05-02,"8469608","Mike.Smith",1,43.9,37.5,1,"Trailing",0,"0","Snap Shot",0,0.966666666666667,0.95,0.944444444444444,0.941666666666667,0.953333333333333,0.913095238095238,0.0535714285714286,0.0369047619047619,0.0313492063492063,0.0285714285714286,0.0402380952380953
"20212022","2021030181",2022-05-02,"8469608","Mike.Smith",1,9.9,23.3,1,"Trailing",0,"0","Tip-In",0,0.966666666666667,0.95,0.944444444444444,0.941666666666667,0.953333333333333,0.913095238095238,0.0535714285714286,0.0369047619047619,0.0313492063492063,0.0285714285714286,0.0402380952380953
"20212022","2021030181",2022-05-02,"8469608","Mike.Smith",1,10.6,32.6,1,"Trailing",0,"0","Snap Shot",0,0.966666666666667,0.95,0.944444444444444,0.941666666666667,0.953333333333333,0.913095238095238,0.0535714285714286,0.0369047619047619,0.0313492063492063,0.0285714285714286,0.0402380952380953
"20212022","2021030181",2022-05-02,"8469608","Mike.Smith",0,72.5,19.9,1,"Trailing",0,"0","Snap Shot",0,0.966666666666667,0.95,0.944444444444444,0.941666666666667,0.953333333333333,0.913095238095238,0.0535714285714286,0.0369047619047619,0.0313492063492063,0.0285714285714286,0.0402380952380953
"20212022","2021030181",2022-05-02,"8469608","Mike.Smith",1,15.6,51.9,1,"Trailing",0,"0","Wrist Shot",0,0.933333333333333,0.933333333333333,0.933333333333333,0.933333333333333,0.946666666666667,0.911904761904762,0.0214285714285715,0.0214285714285715,0.0214285714285715,0.0214285714285715,0.0347619047619048
"20212022","2021030181",2022-05-02,"8469608","Mike.Smith",0,15.7,33.2,1,"Trailing",0,"0","Snap Shot",0,0.933333333333333,0.933333333333333,0.933333333333333,0.933333333333333,0.946666666666667,0.911904761904762,0.0214285714285715,0.0214285714285715,0.0214285714285715,0.0214285714285715,0.0347619047619048
"20212022","2021030181",2022-05-02,"8469608","Mike.Smith",1,47.2,36.8,1,"Trailing",0,"+","Slap Shot",0,0.9,0.916666666666667,0.922222222222222,0.925,0.94,0.910714285714286,-0.0107142857142857,0.00595238095238093,0.0115079365079366,0.0142857142857143,0.0292857142857142
"20212022","2021030181",2022-05-02,"8469608","Mike.Smith",1,56.3,18,1,"Tied",0,"0","Backhand",0,0.9,0.916666666666667,0.922222222222222,0.925,0.94,0.910714285714286,-0.0107142857142857,0.00595238095238093,0.0115079365079366,0.0142857142857143,0.0292857142857142
"20212022","2021030181",2022-05-02,"8469608","Mike.Smith",1,0,14,1,"Tied",0,"0","Tip-In",0,0.9,0.916666666666667,0.922222222222222,0.925,0.94,0.910714285714286,-0.0107142857142857,0.00595238095238093,0.0115079365079366,0.0142857142857143,0.0292857142857142
"20212022","2021030181",2022-05-02,"8469608","Mike.Smith",1,4.2,81.2,1,"Tied",0,"0","Snap Shot",0,0.9,0.916666666666667,0.922222222222222,0.925,0.94,0.910714285714286,-0.0107142857142857,0.00595238095238093,0.0115079365079366,0.0142857142857143,0.0292857142857142
"20212022","2021030181",2022-05-02,"8469608","Mike.Smith",1,17.1,54.4,1,"Tied",0,"0","Snap Shot",0,0.9,0.916666666666667,0.922222222222222,0.925,0.94,0.910714285714286,-0.0107142857142857,0.00595238095238093,0.0115079365079366,0.0142857142857143,0.0292857142857142
"20212022","2021030181",2022-05-02,"8469608","Mike.Smith",1,24.8,43,1,"Tied",0,"0","Wrist Shot",0,0.9,0.916666666666667,0.922222222222222,0.925,0.94,0.910714285714286,-0.0107142857142857,0.00595238095238093,0.0115079365079366,0.0142857142857143,0.0292857142857142
"20212022","2021030181",2022-05-02,"8469608","Mike.Smith",1,31.2,50.2,1,"Tied",0,"+","Snap Shot",0,0.9,0.916666666666667,0.933333333333333,0.933333333333333,0.94,0.910714285714286,-0.0107142857142857,0.00595238095238093,0.0226190476190476,0.0226190476190476,0.0292857142857142
"20212022","2021030181",2022-05-02,"8469608","Mike.Smith",1,49.2,29.1,1,"Tied",0,"+","Snap Shot",0,0.9,0.933333333333333,0.933333333333333,0.933333333333333,0.94,0.910714285714286,-0.0107142857142857,0.0226190476190476,0.0226190476190476,0.0226190476190476,0.0292857142857142
